library	sample	read1	read2	interleaved
DDA138a	DDA138a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138a_S207_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138a_S207_L003_R2_001.fastq.gz	
DDA138b	DDA138b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138b_S200_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138b_S200_L003_R2_001.fastq.gz	
DDA138c	DDA138c	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138c_S242_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138c_S242_L004_R2_001.fastq.gz	
DDA138e	DDA138e	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138e_S315_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA138e_S315_L004_R2_001.fastq.gz	
DDA138f	DDA138f	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138f_S168_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA138f_S168_L003_R2_001.fastq.gz	
DDA139	DDA139	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA139_S148_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA139_S148_L003_R2_001.fastq.gz	
DDA139a	DDA139a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA139a_S176_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA139a_S176_L003_R2_001.fastq.gz	
DDA140	DDA140	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA140_S158_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA140_S158_L003_R2_001.fastq.gz	
DDA141	DDA141	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141_S225_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141_S225_L003_R2_001.fastq.gz	
DDA141a	DDA141a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA141a_S253_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA141a_S253_L004_R2_001.fastq.gz	
DDA141b	DDA141b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141b_S219_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141b_S219_L003_R2_001.fastq.gz	
DDA141c	DDA141c	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141c_S166_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA141c_S166_L003_R2_001.fastq.gz	
DDA142	DDA142	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142_S162_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142_S162_L003_R2_001.fastq.gz	
DDA142a	DDA142a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142a_S184_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142a_S184_L003_R2_001.fastq.gz	
DDA142b	DDA142b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142b_S226_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA142b_S226_L003_R2_001.fastq.gz	
DDA143	DDA143	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143_S187_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143_S187_L003_R2_001.fastq.gz	
DDA143a	DDA143a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143a_S218_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143a_S218_L003_R2_001.fastq.gz	
DDA143b	DDA143b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143b_S175_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143b_S175_L003_R2_001.fastq.gz	
DDA143c	DDA143c	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143c_S199_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143c_S199_L003_R2_001.fastq.gz	
DDA143d	DDA143d	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143d_S233_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA143d_S233_L003_R2_001.fastq.gz	
DDA146	DDA146	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146_S303_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146_S303_L004_R2_001.fastq.gz	
DDA146a	DDA146a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146a_S160_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146a_S160_L003_R2_001.fastq.gz	
DDA146b	DDA146b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146b_S227_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146b_S227_L003_R2_001.fastq.gz	
DDA146c	DDA146c	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146c_S214_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146c_S214_L003_R2_001.fastq.gz	
DDA146d	DDA146d	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146d_S276_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA146d_S276_L004_R2_001.fastq.gz	
DDA146e	DDA146e	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146e_S222_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA146e_S222_L003_R2_001.fastq.gz	
DDA148	DDA148	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA148_S208_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA148_S208_L003_R2_001.fastq.gz	
DDA148a	DDA148a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA148a_S290_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA148a_S290_L004_R2_001.fastq.gz	
DDA149	DDA149	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA149_S197_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA149_S197_L003_R2_001.fastq.gz	
DDA149a	DDA149a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA149a_S247_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA149a_S247_L004_R2_001.fastq.gz	
DDA149b	DDA149b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA149b_S201_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA149b_S201_L003_R2_001.fastq.gz	
DDA149c	DDA149c	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA149c_S145_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA149c_S145_L003_R2_001.fastq.gz	
DDA149e	DDA149e	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA149e_S258_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA149e_S258_L004_R2_001.fastq.gz	
DDA149f	DDA149f	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA149f_S205_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA149f_S205_L003_R2_001.fastq.gz	
DDA42	DDA42	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42_S288_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42_S288_L004_R2_001.fastq.gz	
DDA42a	DDA42a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42a_S330_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42a_S330_L004_R2_001.fastq.gz	
DDA42b	DDA42b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42b_S280_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42b_S280_L004_R2_001.fastq.gz	
DDA42c	DDA42c	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42c_S312_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42c_S312_L004_R2_001.fastq.gz	
DDA42d	DDA42d	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA42d_S224_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA42d_S224_L003_R2_001.fastq.gz	
DDA42e	DDA42e	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42e_S297_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA42e_S297_L004_R2_001.fastq.gz	
DDA43	DDA43	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA43_S165_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA43_S165_L003_R2_001.fastq.gz	
DDA44	DDA44	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA44_S314_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA44_S314_L004_R2_001.fastq.gz	
DDA45	DDA45	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA45_S282_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA45_S282_L004_R2_001.fastq.gz	
DDA46	DDA46	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA46_S240_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA46_S240_L004_R2_001.fastq.gz	
DDA47	DDA47	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA47_S246_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA47_S246_L004_R2_001.fastq.gz	
DDA48	DDA48	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA48_S171_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA48_S171_L003_R2_001.fastq.gz	
DDA56	DDA56	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA56_S174_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA56_S174_L003_R2_001.fastq.gz	
DDA65	DDA65	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA65_S292_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA65_S292_L004_R2_001.fastq.gz	
DDA67	DDA67	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA67_S261_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA67_S261_L004_R2_001.fastq.gz	
DDA68	DDA68	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA68_S296_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA68_S296_L004_R2_001.fastq.gz	
DDA73	DDA73	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA73_S239_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA73_S239_L004_R2_001.fastq.gz	
DDA76	DDA76	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA76_S177_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA76_S177_L003_R2_001.fastq.gz	
DDA97	DDA97	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA97_S191_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/DDA97_S191_L003_R2_001.fastq.gz	
DDA98	DDA98	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA98_S319_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/DDA98_S319_L004_R2_001.fastq.gz	
JJB3607	JJB3607	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3607_S327_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3607_S327_L004_R2_001.fastq.gz	
JJB3608	JJB3608	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/JJB3608_S212_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/JJB3608_S212_L003_R2_001.fastq.gz	
JJB3609	JJB3609	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/JJB3609_S178_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/JJB3609_S178_L003_R2_001.fastq.gz	
JJB3609a	JJB3609a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3609a_S267_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3609a_S267_L004_R2_001.fastq.gz	
JJB3610	JJB3610	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3610_S251_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3610_S251_L004_R2_001.fastq.gz	
JJB3611	JJB3611	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3611_S245_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3611_S245_L004_R2_001.fastq.gz	
JJB3612	JJB3612	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3612_S279_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3612_S279_L004_R2_001.fastq.gz	
JJB3612a	JJB3612a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3612a_S250_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3612a_S250_L004_R2_001.fastq.gz	
JJB3612b	JJB3612b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/JJB3612b_S192_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/JJB3612b_S192_L003_R2_001.fastq.gz	
JJB3612c	JJB3612c	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3612c_S287_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3612c_S287_L004_R2_001.fastq.gz	
JJB3612d	JJB3612d	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/JJB3612d_S163_L003_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool1_Rose_Evim_Ecan_APF_gDNA/JJB3612d_S163_L003_R2_001.fastq.gz	
JJB3614	JJB3614	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614_S316_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614_S316_L004_R2_001.fastq.gz	
JJB3614a	JJB3614a	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614a_S256_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614a_S256_L004_R2_001.fastq.gz	
JJB3614b	JJB3614b	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614b_S325_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614b_S325_L004_R2_001.fastq.gz	
JJB3614c	JJB3614c	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614c_S304_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614c_S304_L004_R2_001.fastq.gz	
JJB3614d	JJB3614d	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614d_S268_L004_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_Rose_Evim_Ecan_APF_gDNA/JJB3614d_S268_L004_R2_001.fastq.gz	
NCT	NCT	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_phyloGWAS_APF_gDNA/NCT_S97_L002_R1_001.fastq.gz	/g/data/xe2/datasets/2021-08_ac-colin_brf-eucs/A00548_0218_pool2_phyloGWAS_APF_gDNA/NCT_S97_L002_R2_001.fastq.gz	
NCT	NCT	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN01/NCT_S1_R1_001.fastq.gz	/g/data/xe2/datasets/euc_dieback_illumina_2023/euc_dieback_NovaSeq_S4_150bp_PE_flowcell_1/A00548_0508_CTan_RSB_MN01/NCT_S1_R2_001.fastq.gz	
NCT	NCT	/g/data/xe2/datasets/2021_S4_Bothwell/X201SC20061994-Z01-F003_2/raw_data/NCT/NCT_DKDL202006107-1a-AK9781-AK32_HJVFCDSXY_L1_1.fq.gz	/g/data/xe2/datasets/2021_S4_Bothwell/X201SC20061994-Z01-F003_2/raw_data/NCT/NCT_DKDL202006107-1a-AK9781-AK32_HJVFCDSXY_L1_2.fq.gz	
NCT	NCT	/g/data/xe2/datasets/2021_S4_Bothwell/X201SC20061994-Z01-F001/raw_data/NCT/NCT_DKDL202006107-1a-AK9781-AK32_HJVFCDSXY_L1_1.fq.gz	/g/data/xe2/datasets/2021_S4_Bothwell/X201SC20061994-Z01-F001/raw_data/NCT/NCT_DKDL202006107-1a-AK9781-AK32_HJVFCDSXY_L1_2.fq.gz	
