sample	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	meta_source	parsed_date	errors
NSW0518	Eucalyptus sideroxylon (hyb?)		-34.2451176	146.757917	198.156006	WGS84		Helen Bothwell		Y	Leaves and fruits small for Esid	dp15		
NSW0519	Eucalyptus sideroxylon (hyb?)		-34.25519357	146.7759933	208.249756	WGS84		Helen Bothwell		F	Leaves and fruits small for Esid, bark a bit grayer	dp15		
NSW0520	Eucalyptus sideroxylon		-34.27350392	146.7518532	193.109131	WGS84		Helen Bothwell		Y	Good Esid, lots of big plump fruits, healthy larger leaves	dp15		
NSW0521	Eucalyptus sideroxylon		-34.28865999	146.7977522	228.437256	WGS84		Helen Bothwell		Y	Lots of fruit	dp15		
NSW0523	Eucalyptus melliodora		-34.7388676	146.5693881	163.308472	WGS84		Helen Bothwell		Y	LOADED with flowers and bees, some fruit	dp15		
NSW0524	Eucalyptus melliodora		-34.77032237	146.5497958	151.772705	WGS84		Helen Bothwell		Y	HEAVY with flowers, lots of good 5-valved fruits, 7 axial inflor.	dp15		
NSW0525	Eucalyptus melliodora		-35.06083787	147.0545087	174.123169	WGS84		Helen Bothwell		Y	HUGE old Emel, good 5-valved fruits, heavy with flowers and bees	dp15		
NSW0526	Eucalyptus melliodora		-35.07905753	147.1103599	177.007202	WGS84		Helen Bothwell		Y	ENORMOUS old Emel, heavy w flowers and bees, some fruits	dp15		
NSW0528	Eucalyptus melliodora		-35.05788468	147.1865108	179.650757	WGS84		Helen Bothwell		Y	Lots of plump 4/5 valved fruits, just finishing flowering	dp15		
NSW0530	Eucalyptus melliodora		-35.02321906	147.4172187	258.958862	WGS84		Helen Bothwell		Y	Lots of fruits 4/5/6, quite rough bark, greener leaves, just finishing flowering	dp15		
NSW0531	Eucalyptus melliodora		-34.97712839	147.4391223	226.995361	WGS84		Helen Bothwell		Y	Many 5-valved fruits, more classic Emel bark and juvenile leaves, just finishing flowering	dp15		
NSW0532	Eucalyptus melliodora		-34.82400267	147.5225195	267.370361	WGS84		Helen Bothwell		Y	Many 4 some 5-valved fruits, more barrel than cup shaped, bottom bark very rough, good juvenile leaves, just done flowering	dp15		
NSW0533	Eucalyptus melliodora		-34.71558318	147.5382085	294.527344	WGS84		Helen Bothwell		Y	A lot of the ALA 'Emel' in this area seem otherwise, bottom bark pretty rough and a bit pealy, leaves greener, fruits smaller 4/5 barrels	dp15		
NSW0538	Eucalyptus melliodora		-34.8016924	147.5910846	291.162842	WGS84		Helen Bothwell		Y	Emel bark, leaves, good 5-valved fruits (fruits a bit small)	dp15		
NSW0539	Eucalyptus melliodora		-34.81067277	147.5715215	288.038574	WGS84		Helen Bothwell		Y	lots of 4/5-valved fruits, smallish cups	dp15		
NSW0540	Eucalyptus melliodora		-34.92185226	147.667587	323.847412	WGS84		Helen Bothwell		Y	Good Emel bark, juv leaves, 7 axial inflor, 5-valved fruits small seems typical of the area	dp15		
NSW0544	Eucalyptus melliodora		-35.02020249	147.7697033	329.615234	WGS84		Helen Bothwell		Y	Lots of good larger 5-valved fruits	dp15		
NSW0549	Eucalyptus sideroxylon		-34.735113	147.892117	455	WGS84		Helen Bothwell		Y	Many fruits & leaf pathogens; Forgot to take GPS pts, long day, extra trees right at sunset, best guess should be pretty close based on Google maps satellite street view; elevation computed from api.geonames.org/astergdem	dp15		
NSW0550	Eucalyptus sideroxylon		-34.722602	147.899144	411	WGS84		Helen Bothwell		N	Just 1 fruit, lots of mistletoe on the Esid through here, large stand of Esid; Forgot to take GPS pts, long day, extra trees right at sunset, best guess should be pretty close based on Google maps satellite street view; elevation computed from api.geonames.org/astergdem	dp15		
NSW0551	Eucalyptus sideroxylon		-34.711596	147.924809	399	WGS84		Helen Bothwell		Y	Many fruits, leaves pretty eaten by LARGE black and red ants + mistletoe starts? pale green 'leaf' extensions; Forgot to take GPS pts, long day, extra trees right at sunset, best guess should be pretty close based on Google maps satellite street view; elevation computed from api.geonames.org/astergdem	dp15		
NSW0552	Eucalyptus melliodora		-34.57942729	148.0900447	423.343018	WGS84		Helen Bothwell		Y	Good Emel w fruits, 7 axial inflor	dp15		
NSW0554	Eucalyptus melliodora?		-34.48423611	148.1748775	516.59021	WGS84		Helen Bothwell		Y	Big old good Emel, lots of plump fruits, flowering	dp15		
NSW0555	Eucalyptus melliodora		-34.52777054	148.2749628	447.375854	WGS84		Helen Bothwell		Y	5-valved fruits on smaller side	dp15		
NSW0557	Eucalyptus melliodora		-34.64074653	148.570309	484.386353	WGS84		Helen Bothwell		Y	Some fruits	dp15		
NSW0558	Eucalyptus melliodora		-34.67664412	148.6228865	475.253784	WGS84		Helen Bothwell		Y	Emel or hyb? 7 axial inflor, LOTS of 4/5-valved fruits	dp15		
NSW0559	Eucalyptus melliodora		-34.71849429	148.6609773	457.469604	WGS84		Helen Bothwell		Y	fruits 5-valved a few 6-valved, 7 axial inflor	dp15		
NSW0569	Eucalyptus sideroxylon		-35.14736007	147.8899114	321.924805	WGS84		Helen Bothwell & Kevin Murray		Y	Some fruit, 2 white flowers, mostly done flowering	dp15		
NSW0571	Eucalyptus sideroxylon		-35.30830041	147.7451796	287.798218	WGS84		Helen Bothwell & Kevin Murray		N	White flowers mostly in threes some 4, no fruit	dp15		
NSW0574	Eucalyptus sideroxylon		-35.32679591	147.6966688	292.364502	WGS84		Helen Bothwell & Kevin Murray		Y	Many white flowers in 3s, lots of fruits	dp15		
NSW0574_1	Eucalyptus sideroxylon		-35.32679591	147.6966688	292.364502	WGS84		Helen Bothwell & Kevin Murray		Y	Many white flowers in 3s, lots of fruits	dp15		
NSW0574_2	Eucalyptus sideroxylon		-35.32679591	147.6966688	292.364502	WGS84		Helen Bothwell & Kevin Murray		Y	Many white flowers in 3s, lots of fruits	dp15		
NSW0575	Eucalyptus sideroxylon		-35.26109227	147.5934772	318.560181	WGS84		Helen Bothwell & Kevin Murray		Y	Many fruits in umbels of 3	dp15		
NSW0577	Eucalyptus melliodora		-35.27746313	147.5988384	314.474487	WGS84		Helen Bothwell & Kevin Murray		Y	7 axial inflor, 5-valved fruits, quite rough bark	dp15		
NSW0578	Eucalyptus sideroxylon		-35.28500542	147.6088741	343.313843	WGS84		Helen Bothwell & Kevin Murray		N	No fruit, 1-3 flowers, large stand w v little fruiting, mixed with Epol and Ealbens	dp15		
NSW0581	Eucalyptus sideroxylon		-35.47152406	147.6383768	454.825928	WGS84		Helen Bothwell & Kevin Murray		Y	Some fruits	dp15		
NSW0582	Eucalyptus melliodora (possible hyb w E. albens)		-35.75537905	147.4700755	312.311646	WGS84		Helen Bothwell & Kevin Murray		Y	LOTS of 4/5 fruits, possible hyb w albens as fruit and juv leaves twigs & inflor appear glaucous	dp15		
NSW0585	Eucalyptus melliodora		-35.72704713	147.3171916	275.78186	WGS84		Helen Bothwell & Kevin Murray		Y	LOTS of fruit, 5/6-valved, some flowers	dp15		
NSW0586	Eucalyptus sideroxylon		-36.13796021	146.6475878	214.498169	WGS84		Helen Bothwell & Kevin Murray		Y	Tons of fruits in 3-5, some perhaps 7 buds	dp15		
NSW0588	Eucalyptus melliodora		-36.70668583	145.5224218	161.385864	WGS84		Helen Bothwell & Kevin Murray		Y	Large old tree, lots of 5-valved fruits, leaves larger and greener than usual	dp15		
NSW0590	Eucalyptus melliodora		-36.68968306	145.5132778	158.261597	WGS84		Helen Bothwell & Kevin Murray		Y	Lots of 5-valved fruit, axial and terminal, classic 7 inflor, flowering	dp15		
NSW0595	Eucalyptus melliodora		-36.47566265	145.5227501	132.546509	WGS84		Helen Bothwell & Kevin Murray		Y	Good fruits, normal larger 5-valved, good juv leaves, flowering, many axial immature fruits	dp15		
NSW0597	Eucalyptus melliodora		-36.46380309	145.5955178	137.833618	WGS84		Helen Bothwell & Kevin Murray		Y	Good Emel, many 5-valved fruits, flowering	dp15		
NSW0599	Eucalyptus melliodora		-36.34743487	145.6323884	136.151367	WGS84		Helen Bothwell & Kevin Murray		Y	TONS of fruit, flowering	dp15		
NSW0602	Eucalyptus melliodora		-36.36247435	145.7416879	161.626221	WGS84		Helen Bothwell & Kevin Murray		Y	Photo mix-up (602 is labeled as 603, first 604 photo is actually 603); some fruits, 5-valved, LOADED w flowers	dp15		
NSW0603	Eucalyptus melliodora		-36.36400061	145.7918065	151.532349	WGS84		Helen Bothwell & Kevin Murray		Y	Photo mix-up (602 is labeled as 603, first 604 photo is actually 603); some fruits, all leaves quite small ovate gray-green	dp15		
NSW0612	Eucalyptus melliodora		-36.22998018	145.3546983	111.397705	WGS84		Helen Bothwell & Kevin Murray		Y	Good Emel, LOTS of 5 and many 6-valved fruits, 7 axial inflor, TONS of flowers and juv fruits, VERY fecund, good gray-green ovate leaves	dp15		
NSW0615	Eucalyptus melliodora		-36.40728895	145.2953203	114.521851	WGS84		Helen Bothwell & Kevin Murray		Y	Good Emel, classic bark and leaves, tons of 5-valved fruits, normal shaped cups, loaded w flowers, 7 axial juv fruits	dp15		
NSW0619	Eucalyptus melliodora		-36.21380537	145.2007646	104.668457	WGS84		Helen Bothwell & Kevin Murray		Y	Lots of 5/6 fruit, 7 axial inflor, just finishing flowering	dp15		
NSW0625	Eucalyptus melliodora		-36.46959314	145.1566477	118.847778	WGS84		Helen Bothwell & Kevin Murray		Y	Better Emel, 4/5 fruits, loaded w axial and terminal 7-bunched flowers and juv fruits	dp15		
NSW0628	Eucalyptus melliodora		-36.58468145	145.2199663	128.460938	WGS84		Helen Bothwell & Kevin Murray		Y	4/5 fruits, lots of axial flowers and young fruits	dp15		
NSW0628_1	Eucalyptus melliodora		-36.58468145	145.2199663	128.460938	WGS84		Helen Bothwell & Kevin Murray		Y	4/5 fruits, lots of axial flowers and young fruits	dp15		
NSW0628_2	Eucalyptus melliodora		-36.58468145	145.2199663	128.460938	WGS84		Helen Bothwell & Kevin Murray		Y	4/5 fruits, lots of axial flowers and young fruits	dp15		
NSW0632	Eucalyptus melliodora		-36.56389919	145.2654182	127.980225	WGS84		Helen Bothwell & Kevin Murray		Y	TONS of 5-valved fruits, flowering, lots of inflor, earlier phenology than rest around here, few others still have inflor, most turned to juv fruit, axial 7 and compound terminal?!	dp15		
NSW0634	Eucalyptus sideroxylon/tricarpa		-36.57282005	145.0199922	157.781006	WGS84		Helen Bothwell & Kevin Murray		Y	~15-20 fruits, some 5 valved, most 6 valved	dp15		
NSW0635	Eucalyptus sideroxylon/tricarpa		-36.58238389	145.0242203	161.866455	WGS84		Helen Bothwell & Kevin Murray		Y	5-valved fruits, quite a few fruits but most too immature; BIG stand/forest through here; a couple white flowers	dp15		
NSW0636	Eucalyptus tricarpa		-36.57675636	145.0324082	154.656616	WGS84		Helen Bothwell & Kevin Murray		Y	5-valved cups in 3s; lots of fruits but most too juvenile; leaves of all ironbark through here greener and smaller than typical E. sid, trees rather tall	dp15		
NSW0638	Eucalyptus tricarpa		-36.58394937	145.047194	161.385864	WGS84		Helen Bothwell & Kevin Murray		Y	Close to NSW0637, but more mature fruits, mostly 6-valved but some 5-valved	dp15		
NSW0640	Eucalyptus tricarpa		-36.60462627	145.0229112	149.129028	WGS84		Helen Bothwell & Kevin Murray		Y	Some fruit, 5-valved tiny vase/tubes	dp15		
NSW0641	Eucalyptus sideroxylon/tricarpa		-36.65971658	145.0181855	162.827759	WGS84		Helen Bothwell & Kevin Murray		Y	Leaves look much more typical, longer, tougher, more gray; lots of 5/6-valved fruits; couple white flowers	dp15		
NSW0643	Eucalyptus sideroxylon/tricarpa		-36.6739908	145.0166211	170.518188	WGS84		Helen Bothwell & Kevin Murray		Y	TONS of 5-valved fruits; good typical larger tougher leaves, some small too; peduncles in 3s	dp15		
NSW0645	Eucalyptus tricarpa		-36.7236042	145.0350827	174.363525	WGS84		Helen Bothwell & Kevin Murray		Y	LOTS of 5-valved fruits; more trees through this section with good fruit load	dp15		
NSW0646	Eucalyptus tricarpa		-36.74485945	145.0508309	175.805542	WGS84		Helen Bothwell & Kevin Murray		Y	Quite a few 5/6 fruits	dp15		
NSW0647	Eucalyptus melliodora		-36.79821152	145.0451716	146.966187	WGS84		Helen Bothwell & Kevin Murray		Y	TONS of 4/5 fruit; prolific flowering; 7 axial and terminal inflor.	dp15		
NSW0648	Eucalyptus sideroxylon/tricarpa		-36.81190739	145.0158986	179.4104	WGS84		Helen Bothwell & Kevin Murray		Y	Many 5/6-valved fruits, fruit on young side	dp15		
NSW0650	Eucalyptus melliodora		-36.85160223	144.8751731	160.424561	WGS84		Helen Bothwell & Kevin Murray		Y	Good Emel, LOTS of plump 5-valved fruits	dp15		
NSW0655	Eucalyptus sideroxylon/tricarpa hyb??		-37.01049227	144.7784227	303.900269	WGS84		Helen Bothwell & Kevin Murray		Y	Esid/tri?? Hyb w ?? 5-valved cupts; fruits and leaves smaller; umbels of 5; white flowers	dp15		
NSW0658	Eucalyptus sideroxylon/tricarpa		-37.01464324	144.831663	293.085449	WGS84		Helen Bothwell & Kevin Murray		Y	Typical large thick gray leaves; many big 5-valved fruits	dp15		
NSW0659	Eucalyptus sideroxylon		-37.02068324	144.8832116	275.78186	WGS84		Helen Bothwell & Kevin Murray		F	Few 5/6-valved fruits, large fruits and leaves	dp15		
NSW0661	Eucalyptus sideroxylon		-37.00828783	145.0232347	192.388184	WGS84		Helen Bothwell & Kevin Murray		Y	Lots of good 5-valved fruits; larger tougher gray-green leaves; umbels and white flowers in 6s	dp15		
NSW0669	Eucalyptus sideroxylon/tricarpa		-37.06037583	145.0340321	204.644897	WGS84		Helen Bothwell & Kevin Murray		F	Just a couple fruits, no inflor or flowers	dp15		
NSW0670	Eucalyptus melliodora		-37.07510836	145.03054	171.719849	WGS84		Helen Bothwell & Kevin Murray		Y	Good Emel, lots of 5-valved fruits on smaller side, heavy w 7 axial inflor, no flowers	dp15		
NSW0673	Eucalyptus melliodora		-37.10889347	144.961597	207.048096	WGS84		Helen Bothwell & Kevin Murray		Y	Lots of small 4/5 fruits, good ovate leaves, tons of 7 axial inflor	dp15		
NSW0675	Eucalyptus melliodora		-37.18870788	144.9654343	227.235596	WGS84		Helen Bothwell & Kevin Murray		Y	TONS of 5-valved fruits, smallish like all in this area, many fruits almost seem pruned as if in the process of dessicating, leaves much healthier than previous several Emel, good gray-green ovate leaves rather than the longer thinner greener leaves of many previous samples around here	dp15		
NSW0677	Eucalyptus melliodora		-37.21574756	144.9630981	248.144165	WGS84		Helen Bothwell & Kevin Murray		Y	Lots of small 4/5 fruits, leaves hammered with holes/black, many good 7 axial inflor	dp15		
NSW0678	Eucalyptus melliodora		-37.21824068	145.0297231	229.39856	WGS84		Helen Bothwell & Kevin Murray		Y	Huge old Emel, TONS of good plump fruit, 7 axial infor, leaves healthy v productive	dp15		
NSW0681	Eucalyptus melliodora		-36.82891527	145.5599929	253.912109	WGS84		Helen Bothwell & Kevin Murray		Y	Good Emel, lots of 5-valved fruits, 1 6-valved, perfect ovate leaves, flowering	dp15		
NSW0682	Eucalyptus melliodora		-36.87820162	145.5925634	270.975342	WGS84		Helen Bothwell & Kevin Murray		Y	Lots of 5-valved fruit	dp15		
NSW0685	Eucalyptus melliodora		-36.98823111	145.6909403	364.222534	WGS84		Helen Bothwell & Kevin Murray		Y	V tall forest, many 4/5-valved fruits but quite small, 7 axial inflor, perfect ovate leaves	dp15		
NSW0687	Eucalyptus melliodora		-36.99042851	145.9890424	336.344482	WGS84		Helen Bothwell & Kevin Murray		Y	Perfect ovate leaves, 7 axial inflor, heaps of 5-valved fruit, a couple flowers	dp15		
NSW0689	Eucalyptus melliodora		-36.82334994	146.00782040000001	252.229736	WGS84		Helen Bothwell & Kevin Murray		Y	Old monster, ~10 5-valved fruits, 7 axial inflor	dp15		
NSW0690	Eucalyptus melliodora		-36.74976647	145.9841084	219.064453	WGS84		Helen Bothwell & Kevin Murray		Y	Huge old Emel, heaps of fruit, 5/6-valved, flowering in 7s	dp15		
NSW0693	Eucalyptus tricarpa		-36.65700881	145.9723619	191.907471	WGS84		Helen Bothwell & Kevin Murray		Y	Pink flowers, huge fruits in 3-4s, 5-valved, leaves v large and very green	dp15		
NSW0696	Eucalyptus sideroxylon		-36.25227026	146.2403332	154.175903	WGS84		Helen Bothwell & Kevin Murray		Y	Close to NSW0695 but has fruit and healthier looking, perfect Esid leaves, fruits in clusters of 3/4/5	dp15		
NSW0698	Eucalyptus sideroxylon ?		-36.24428691	146.1827203	234.445435	WGS84		Helen Bothwell & Kevin Murray		N	Dead flowers in 3s, leaves a bit smaller than most Esid, v tall tree	dp15		
NSW0700	Eucalyptus sideroxylon		-36.24574788	146.1546351	227.475952	WGS84		Helen Bothwell & Kevin Murray		Y	Some fruits in 3s, 6-valved, good leaves	dp15		
NSW0701	Eucalyptus sideroxylon		-36.23739875	146.1312255	197.19458	WGS84		Helen Bothwell & Kevin Murray		Y	Some fruit, in 7s!	dp15		
NSW0703	Eucalyptus sideroxylon		-36.20948324	146.1312206	191.186523	WGS84		Helen Bothwell & Kevin Murray		Y	Some fruits, bundles of at least 5	dp15		
NSW0704	Eucalyptus sideroxylon		-36.19781404	146.1311256	177.487793	WGS84		Helen Bothwell & Kevin Murray		Y	Several fruits, bundles of 3-5	dp15		
NSW0706	Eucalyptus melliodora		-36.13261021	146.2054179	129.662598	WGS84		Helen Bothwell & Kevin Murray		Y	Many 5-valved fruits, TONS of flowers in 7s	dp15		
NSW0706_1	Eucalyptus melliodora		-36.13261021	146.2054179	129.662598	WGS84		Helen Bothwell & Kevin Murray		Y	Many 5-valved fruits, TONS of flowers in 7s	dp15		
NSW0706_2	Eucalyptus melliodora		-36.13261021	146.2054179	129.662598	WGS84		Helen Bothwell & Kevin Murray		Y	Many 5-valved fruits, TONS of flowers in 7s	dp15		
NSW0713	Eucalyptus melliodora		-36.2500022	146.3146025	152.013062	WGS84		Helen Bothwell & Kevin Murray		Y	Floweing, TONS of fruit!	dp15		
NSW0725	Eucalyptus melliodora		-36.4303427	146.5481197	200.799561	WGS84		Helen Bothwell & Kevin Murray		Y	HUGE old Emel, fruits, flowering, 7 axial inflor	dp15		
NSW0729	Eucalyptus melliodora		-36.47405047	146.6355561	223.630737	WGS84		Helen Bothwell & Kevin Murray		Y	Many 5-valved fruits, flowering, 7 axial inflor	dp15		
NSW0731	Eucalyptus melliodora		-36.44887978	146.6900036	334.662231	WGS84		Helen Bothwell & Kevin Murray		Y	Lots of 5/6-valved fruits, flowering	dp15		
NSW0734	Eucalyptus melliodora		-36.40131961	146.6911364	565.376953	WGS84		Helen Bothwell & Kevin Murray		Y	Big old Emel, v productive, lots of 4/5/6-valved fruit, 7 axial inflor., perfect gray-green ovate leaves	dp15		
NSW0735	Eucalyptus sideroxylon		-36.10311831	146.6144493	234.205078	WGS84		Helen Bothwell & Kevin Murray		N	Leaves only, lots of Esid around but all v tall in forest, no seed, leaves real ragged, holes and black necrosis	dp15		
NSW0740	Eucalyptus melliodora		-35.9435879	146.5794818	149.369385	WGS84		Helen Bothwell & Kevin Murray		Y	Huge old Emel, lots of 4/5 fruits and juv fruits, done flowering, 7 axial inflor	dp15		
NSW0741	Eucalyptus melliodora		-35.87308243	146.5445732	150.330688	WGS84		Helen Bothwell & Kevin Murray		Y	Big old Emel, TONS of 5-valved fruits, flowering	dp15		
NSW0747	Eucalyptus melliodora		-35.76691481	146.5847807	183.976563	WGS84		Helen Bothwell & Kevin Murray		Y	Plenty of 5/6-valved fruits	dp15		
NSW0749	Eucalyptus melliodora		-35.7650464	146.6406681	186.860474	WGS84		Helen Bothwell & Kevin Murray		Y	SUPER productive, fruits mostly 5-valved, some 6, flowering	dp15		
RA1006	Eucalyptus albens		-30.4821	151.4628	937	WGS84	The Pinnacle, Bundarra Rd.	Rose Andrew			elevation computed from api.geonames.org/astergdem	dp15		
RA1007	Eucalyptus albens		-30.4824	151.4631	924	WGS84	The Pinnacle, Bundarra Rd.	Rose Andrew			elevation computed from api.geonames.org/astergdem	dp15		
SRR1386218	Eucalyptus grandis											dp15		no_latlong
SRR1386219	Eucalyptus grandis											dp15		no_latlong
SRR1386220	Eucalyptus grandis											dp15		no_latlong
SRR1386221	Eucalyptus grandis											dp15		no_latlong
