sample	project	species	date	latitude	longitude	elevation	datum	location	collectors	population	seed	notes	percent_dieback	seed_amount
Acacia_acuminata_ANBG	AcaciaPan													
Acacia_dealbata	AcaciaPan													
Acacia_melanoxylon	AcaciaPan													
DDA122c	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA122d	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA122e	NEng	Eucalyptus dalrympleana	2019-11-03	-33.35955556	148.9733056			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA123	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA123b	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA123d	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA123e	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA123g	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA123j	NEng	Eucalyptus canobolensis	2019-11-03	-33.35988889	148.9730278			c. 350m west from Mt Towac track, Mt Canobolas.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA124	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA124b	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA124c	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA124d	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA124e	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA124h	NEng	Eucalyptus dalrympleana	2019-11-03	-33.34947222	148.9779722			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA125	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA125b	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA125d	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA125dx	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA125e	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA125f	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA125h	NEng	Eucalyptus canobolensis	2019-11-03	-33.34905556	148.9768889			Federal falls day use area, Mt Canobolas.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA126	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a,b,c,d.		
DDA126a	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a,b,c,d.		
DDA126b	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a,b,c,d.		
DDA126c	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a,b,c,d.		
DDA126e	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a,b,c,d.		
DDA126f	NEng	Eucalyptus viminalis	2019-11-04	-33.34219444	149.0155833			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd			a,b,c,d.		
DDA127	NEng	Eucalyptus dalrympleana	2019-11-04	-33.34216667	149.01675			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA128	NEng	Eucalyptus dalrympleana	2019-11-04	-33.34208333	149.0169167			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA128a	NEng	Eucalyptus dalrympleana	2019-11-04	-33.34208333	149.0169167			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA128b	NEng	Eucalyptus dalrympleana	2019-11-04	-33.34208333	149.0169167			Day use area, corner of Mt Canobolas road and Lake Canobolas road.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA129	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA129a	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA129c	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA129d	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA129f	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA129g	NEng	Eucalyptus canobolensis	2019-11-04	-33.33897222	149.0060556			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA130	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA130a	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA130c	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA130d	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA130f	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA130h	NEng	Eucalyptus dalrympleana	2019-11-04	-33.33911111	149.0061944			Junction of Fern gully road, Devils hole fire trail and Summit road. Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA131	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA131a	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA131d	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA131f	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA131g	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA131k	NEng	Eucalyptus canobolensis	2019-11-04	-33.33813889	148.9769722			Junction of Summit road and Mitchell's way, Mt Canobolas.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA132	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA132b	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA132c	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA132d	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA132e	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA132f	NEng	Eucalyptus canobolensis	2019-11-04	-33.28494444	149.0145			Roadside verge, 111 Nashdale lane, Nashdale.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA133	NEng	Eucalyptus viminalis	2019-11-04	-33.28452778	149.0148056			Roadside verge, 111 Nashdale lane, Nashdale.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA135	NEng	Eucalyptus canobolensis	2019-11-04	-33.28041667	148.9899167			Corner of Borenore road and Akhurst road. Between road and rail corridor.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA135a	NEng	Eucalyptus canobolensis	2019-11-04	-33.28041667	148.9899167			Corner of Borenore road and Akhurst road. Between road and rail corridor.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA136	NEng	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA136a	NEng	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA136b	NEng	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA136c	NEng	Eucalyptus viminalis	2019-11-04	-33.28083333	148.9901667			Akhurst road, near corner with Borenore road.	D.D. Andrew R.W. Medd, R.L. Andrew, J.J. Bruhl					
DDA137	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA137a	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA137b	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA137c	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA137e	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA137f	NEng	Eucalyptus rubida	2019-11-04	-33.25813889	149.0161667			Station creek TSR, Escort way.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA138	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA138a	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA138b	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA138c	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA138e	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA138f	NEng	Eucalyptus viminalis	2019-11-04	-33.25788889	149.0147778			Station creek TSR, Escort way.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA139	NEng	Eucalyptus rubida	2019-11-04	-33.23475	149.1324444			Ophir road, Orange.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA139a	NEng	Eucalyptus rubida	2019-11-04	-33.23475	149.1324444			Ophir road, Orange.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA140	NEng	Eucalyptus rubida	2019-11-04	-33.23511111	149.1326389			Ophir road, Orange.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA141	NEng	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA141a	NEng	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA141b	NEng	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA141c	NEng	Eucalyptus rubida	2019-11-04	-33.21336111	149.1365			Ophir road, uphill from 3rd crossing of Summer hill creek.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA142	NEng	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA142a	NEng	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA142b	NEng	Eucalyptus rubida	2019-11-04	-33.20727778	149.1305278			97 Cullya road, Summer hill creek.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA143	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA143a	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA143b	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA143c	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA143d	NEng	Eucalyptus rubida	2019-11-04	-33.50472222	149.1322778			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew J.J. Bruhl, R.W. Medd, R.L. Andrew					
DDA144	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA144a	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA144b	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA144c	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA144d	NEng	Eucalyptus canobolensis	2019-11-04	-33.42641667	148.9699722			Carcoar road; east of Matthews lane and Tallwood road.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA145	NEng	Eucalyptus canobolensis	2019-11-05	-33.4225	148.9715833			Diggers creek road, near to Four mile creek road.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA145a	NEng	Eucalyptus canobolensis	2019-11-05	-33.4225	148.9715833			Diggers creek road, near to Four mile creek road.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA145b	NEng	Eucalyptus canobolensis	2019-11-05	-33.4225	148.9715833			Diggers creek road, near to Four mile creek road.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA145d	NEng	Eucalyptus canobolensis	2019-11-05	-33.4225	148.9715833			Diggers creek road, near to Four mile creek road.	D.D. Andrew J.J. Bruhl, R.L. Andrew, R.W. Medd					
DDA146	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA146a	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA146b	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA146c	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA146d	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA146e	NEng	Eucalyptus dalrympleana	2019-11-05	-33.38272222	149.04375			Kearl road, near to Flyers creek.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA147	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA147a	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA147b	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA147c	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA147d	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA147x	NEng	Eucalyptus canobolensis	2019-11-05	-33.32836111	149.0833333			Gosling creek reserve, Orange.	D.D. Andrew R.W. Medd, J.J. Bruhl, R.L. Andrew					
DDA148	NEng	Eucalyptus dalrympleana	2019-11-05	-33.32847222	149.0833361			Gosling creek reserve, Orange.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA148a	NEng	Eucalyptus dalrympleana	2019-11-05	-33.32847222	149.0833361			Gosling creek reserve, Orange.	D.D. Andrew R.L. Andrew, R.W. Medd, J.J. Bruhl					
DDA149	NEng	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
DDA149a	NEng	Eucalyptus viminalis	2019-11-05	-33.32975	149.0829722			Gosling creek reserve, Orange.	D.D. Andrew R.L. Andrew, J.J. Bruhl, R.W. Medd					
